estado,estado_codigo,termo,interesse,ano,grupo
Santa Catarina,BR-SC,Databricks,7,2024,ferramentas
Sergipe,BR-SE,Databricks,3,2024,ferramentas
São Paulo,BR-SP,Databricks,10,2024,ferramentas
Tocantins,BR-TO,Databricks,0,2024,ferramentas
Acre,BR-AC,cientista de dados,4,2024,carreiras
Alagoas,BR-AL,cientista de dados,4,2024,carreiras
Amapá,BR-AP,cientista de dados,0,2024,carreiras
Amazonas,BR-AM,cientista de dados,5,2024,carreiras
Bahia,BR-BA,cientista de dados,4,2024,carreiras
Ceará,BR-CE,cientista de dados,6,2024,carreiras
Distrito Federal,BR-DF,cientista de dados,4,2024,carreiras
Espírito Santo,BR-ES,cientista de dados,5,2024,carreiras
Goiás,BR-GO,cientista de dados,4,2024,carreiras
Maranhão,BR-MA,cientista de dados,4,2024,carreiras
Mato Grosso,BR-MT,cientista de dados,4,2024,carreiras
Mato Grosso do Sul,BR-MS,cientista de dados,4,2024,carreiras
Minas Gerais,BR-MG,cientista de dados,4,2024,carreiras
Paraná,BR-PR,cientista de dados,4,2024,carreiras
Paraíba,BR-PB,cientista de dados,4,2024,carreiras
Pará,BR-PA,cientista de dados,5,2024,carreiras
Pernambuco,BR-PE,cientista de dados,5,2024,carreiras
Piauí,BR-PI,cientista de dados,3,2024,carreiras
Rio Grande do Norte,BR-RN,cientista de dados,4,2024,carreiras
Rio Grande do Sul,BR-RS,cientista de dados,3,2024,carreiras
Rio de Janeiro,BR-RJ,cientista de dados,4,2024,carreiras
Rondônia,BR-RO,cientista de dados,3,2024,carreiras
Roraima,BR-RR,cientista de dados,0,2024,carreiras
Santa Catarina,BR-SC,cientista de dados,3,2024,carreiras
Sergipe,BR-SE,cientista de dados,4,2024,carreiras
São Paulo,BR-SP,cientista de dados,5,2024,carreiras
Tocantins,BR-TO,cientista de dados,3,2024,carreiras
Acre,BR-AC,engenheiro de dados,0,2024,carreiras
Alagoas,BR-AL,engenheiro de dados,2,2024,carreiras
Amapá,BR-AP,engenheiro de dados,0,2024,carreiras
Amazonas,BR-AM,engenheiro de dados,2,2024,carreiras
Bahia,BR-BA,engenheiro de dados,2,2024,carreiras
Ceará,BR-CE,engenheiro de dados,2,2024,carreiras
Distrito Federal,BR-DF,engenheiro de dados,2,2024,carreiras
Espírito Santo,BR-ES,engenheiro de dados,3,2024,carreiras
Goiás,BR-GO,engenheiro de dados,2,2024,carreiras
Maranhão,BR-MA,engenheiro de dados,1,2024,carreiras
Mato Grosso,BR-MT,engenheiro de dados,2,2024,carreiras
Mato Grosso do Sul,BR-MS,engenheiro de dados,2,2024,carreiras
Minas Gerais,BR-MG,engenheiro de dados,2,2024,carreiras
Paraná,BR-PR,engenheiro de dados,2,2024,carreiras
Paraíba,BR-PB,engenheiro de dados,2,2024,carreiras
Pará,BR-PA,engenheiro de dados,3,2024,carreiras
Pernambuco,BR-PE,engenheiro de dados,2,2024,carreiras
Piauí,BR-PI,engenheiro de dados,1,2024,carreiras
Rio Grande do Norte,BR-RN,engenheiro de dados,2,2024,carreiras
Rio Grande do Sul,BR-RS,engenheiro de dados,2,2024,carreiras
Rio de Janeiro,BR-RJ,engenheiro de dados,2,2024,carreiras
Rondônia,BR-RO,engenheiro de dados,2,2024,carreiras
Roraima,BR-RR,engenheiro de dados,0,2024,carreiras
Santa Catarina,BR-SC,engenheiro de dados,2,2024,carreiras
Sergipe,BR-SE,engenheiro de dados,2,2024,carreiras
São Paulo,BR-SP,engenheiro de dados,2,2024,carreiras
Tocantins,BR-TO,engenheiro de dados,0,2024,carreiras
Acre,BR-AC,analista de dados,7,2024,carreiras
Alagoas,BR-AL,analista de dados,10,2024,carreiras
Amapá,BR-AP,analista de dados,6,2024,carreiras
Amazonas,BR-AM,analista de dados,9,2024,carreiras
Bahia,BR-BA,analista de dados,8,2024,carreiras
Ceará,BR-CE,analista de dados,12,2024,carreiras
Distrito Federal,BR-DF,analista de dados,9,2024,carreiras
Espírito Santo,BR-ES,analista de dados,11,2024,carreiras
Goiás,BR-GO,analista de dados,8,2024,carreiras
Maranhão,BR-MA,analista de dados,11,2024,carreiras
Mato Grosso,BR-MT,analista de dados,9,2024,carreiras
Mato Grosso do Sul,BR-MS,analista de dados,9,2024,carreiras
Minas Gerais,BR-MG,analista de dados,9,2024,carreiras
Paraná,BR-PR,analista de dados,9,2024,carreiras
Paraíba,BR-PB,analista de dados,9,2024,carreiras
Pará,BR-PA,analista de dados,11,2024,carreiras
Pernambuco,BR-PE,analista de dados,11,2024,carreiras
Piauí,BR-PI,analista de dados,8,2024,carreiras
Rio Grande do Norte,BR-RN,analista de dados,7,2024,carreiras
Rio Grande do Sul,BR-RS,analista de dados,8,2024,carreiras
Rio de Janeiro,BR-RJ,analista de dados,11,2024,carreiras
Rondônia,BR-RO,analista de dados,7,2024,carreiras
Roraima,BR-RR,analista de dados,7,2024,carreiras
Santa Catarina,BR-SC,analista de dados,8,2024,carreiras
Sergipe,BR-SE,analista de dados,8,2024,carreiras
São Paulo,BR-SP,analista de dados,13,2024,carreiras
Tocantins,BR-TO,analista de dados,7,2024,carreiras
Acre,BR-AC,machine learning,8,2024,carreiras
Alagoas,BR-AL,machine learning,11,2024,carreiras
Amapá,BR-AP,machine learning,8,2024,carreiras
Amazonas,BR-AM,machine learning,15,2024,carreiras
Bahia,BR-BA,machine learning,9,2024,carreiras
Ceará,BR-CE,machine learning,12,2024,carreiras
Distrito Federal,BR-DF,machine learning,14,2024,carreiras
Espírito Santo,BR-ES,machine learning,10,2024,carreiras
Goiás,BR-GO,machine learning,8,2024,carreiras
Maranhão,BR-MA,machine learning,10,2024,carreiras
Mato Grosso,BR-MT,machine learning,9,2024,carreiras
Mato Grosso do Sul,BR-MS,machine learning,10,2024,carreiras
Minas Gerais,BR-MG,machine learning,10,2024,carreiras
Paraná,BR-PR,machine learning,11,2024,carreiras
Paraíba,BR-PB,machine learning,17,2024,carreiras
Pará,BR-PA,machine learning,11,2024,carreiras
Pernambuco,BR-PE,machine learning,14,2024,carreiras
Piauí,BR-PI,machine learning,10,2024,carreiras
Rio Grande do Norte,BR-RN,machine learning,14,2024,carreiras
Rio Grande do Sul,BR-RS,machine learning,13,2024,carreiras
Rio de Janeiro,BR-RJ,machine learning,11,2024,carreiras
Rondônia,BR-RO,machine learning,8,2024,carreiras
Roraima,BR-RR,machine learning,0,2024,carreiras
Santa Catarina,BR-SC,machine learning,12,2024,carreiras
Sergipe,BR-SE,machine learning,10,2024,carreiras
São Paulo,BR-SP,machine learning,14,2024,carreiras
Tocantins,BR-TO,machine learning,9,2024,carreiras
Acre,BR-AC,inteligencia artificial,81,2024,carreiras
Alagoas,BR-AL,inteligencia artificial,73,2024,carreiras
Amapá,BR-AP,inteligencia artificial,86,2024,carreiras
Amazonas,BR-AM,inteligencia artificial,69,2024,carreiras
Bahia,BR-BA,inteligencia artificial,77,2024,carreiras
Ceará,BR-CE,inteligencia artificial,68,2024,carreiras
Distrito Federal,BR-DF,inteligencia artificial,71,2024,carreiras
Espírito Santo,BR-ES,inteligencia artificial,71,2024,carreiras
Goiás,BR-GO,inteligencia artificial,78,2024,carreiras
Maranhão,BR-MA,inteligencia artificial,74,2024,carreiras
Mato Grosso,BR-MT,inteligencia artificial,76,2024,carreiras
Mato Grosso do Sul,BR-MS,inteligencia artificial,75,2024,carreiras
Minas Gerais,BR-MG,inteligencia artificial,75,2024,carreiras
Paraná,BR-PR,inteligencia artificial,74,2024,carreiras
Paraíba,BR-PB,inteligencia artificial,68,2024,carreiras
Pará,BR-PA,inteligencia artificial,70,2024,carreiras
Pernambuco,BR-PE,inteligencia artificial,68,2024,carreiras
Piauí,BR-PI,inteligencia artificial,78,2024,carreiras
Rio Grande do Norte,BR-RN,inteligencia artificial,73,2024,carreiras
Rio Grande do Sul,BR-RS,inteligencia artificial,74,2024,carreiras
Rio de Janeiro,BR-RJ,inteligencia artificial,72,2024,carreiras
Rondônia,BR-RO,inteligencia artificial,80,2024,carreiras
Roraima,BR-RR,inteligencia artificial,93,2024,carreiras
Santa Catarina,BR-SC,inteligencia artificial,75,2024,carreiras
Sergipe,BR-SE,inteligencia artificial,76,2024,carreiras
São Paulo,BR-SP,inteligencia artificial,66,2024,carreiras
Tocantins,BR-TO,inteligencia artificial,81,2024,carreiras
